"Timestamp","Which year are you in?","How are you feeling right now?","On a scale of 1-100, how would you express this feeling?","Gender","Age","Your location ?","Relationship status","Are you happy with your financial state?","How much have you succeeded to cope up with the environment of your educational institution?","Understanding with your family members?","Are you feeling pressure in your study or work right now?","Are you satisfied with your academic result?","Are you happy with your living place?","Who supports you when you are not succeeding in your academic life?","Have you used any social media within the last 6 hours?","Do you have inferiority complex? ","Are you satisfied with your meal today?","Are you feeling sick/health issues today?","Have you done any recreational activity (sports, gaming, hobby etc.) today?","How long did you sleep last night?(in hours)"
"2020/12/25 3:53:06 PM GMT+6","4th year","Very bad","10","Male","23","Department","Single","Yes","2","Bad","Yes","Yes","Yes","Friends","Yes","Yes","No","No","No","5"
"2020/12/25 3:56:07 PM GMT+6","4th year","Bad","26","Male","23","Home","Single","Yes","3","Bad","Yes","No","No","Family","Yes","No","No","No","No","5"
"2020/12/25 3:59:08 PM GMT+6","4th year","Normal","53","Male","23","Hall-Mess","Single","Yes","3","Normal","No","No","No","Friends","Yes","No","Yes","Yes","No","7"
"2020/12/25 4:02:08 PM GMT+6","4th year","Good","72","Male","23","Home","Single","Yes","3","Good","No","Yes","Yes","Family","Yes","No","Neutral","No","Yes","10"
"2020/12/25 4:05:10 PM GMT+6","4th year","Bad","39","Male","23","Home","Single","No","1","Bad","Yes","Yes","No","Friends","Yes","Yes","Yes","No","No","7"
"2020/12/25 4:08:08 PM GMT+6","4th year","Very bad","17","Male","23","Hall-Mess","Single","No","3","Bad","Yes","Yes","No","Friends","Yes","Yes","No","Yes","Yes","4"
"2020/12/25 4:11:07 PM GMT+6","4th year","Normal","59","Male","23","Home","Single","Yes","5","Good","Yes","Yes","Yes","Family","Yes","Maybe","Yes","No","Yes","8"
"2020/12/25 4:14:08 PM GMT+6","4th year","Good","85","Male","23","Home","Single","Yes","5","Good","No","No","Yes","Friends","Yes","No","Neutral","No","Yes","8"
"2020/12/25 4:16:07 PM GMT+6","4th year","Very good","90","Male","23","Playground","Single","Yes","5","Normal","No","Yes","Yes","Friends","Yes","No","Neutral","No","No","10"
"2020/12/25 4:19:07 PM GMT+6","4th year","Normal","51","Male","23","Department","Single","Yes","3","Normal","Yes","Yes","No","Family","Yes","No","Yes","No","No","7"
"2020/12/25 4:22:08 PM GMT+6","4th year","Good","77","Male","23","Home","Single","Yes","4","Good","No","No","Yes","Friends","Yes","No","Yes","No","No","9"
"2020/12/25 4:25:08 PM GMT+6","4th year","Very good","100","Male","23","Hall-Mess","Single","Yes","3","Good","No","No","Yes","Family","Yes","No","Neutral","No","Yes","8"
"2020/12/25 4:27:07 PM GMT+6","4th year","Good","88","Male","23","Playground","Single","Yes","4","Normal","No","No","Yes","Family","Yes","No","Yes","No","Yes","9"
"2020/12/26 4:05:30 PM GMT+6","4th year","Very bad","19","Male","23","Home","Single","Yes","2","Good","Yes","Yes","Yes","Family","Yes","Yes","Neutral","Yes","Yes","4"
"2020/12/26 4:05:57 PM GMT+6","4th year","Very bad","19","Male","23","Home","Single","Yes","2","Good","Yes","Yes","Yes","Family","Yes","Yes","Neutral","Yes","Yes","4"
"2020/12/26 4:08:30 PM GMT+6","4th year","Very good","90","Male","23","Department","Single","Yes","3","Good","No","Yes","Yes","Family","Yes","No","Neutral","No","No","8"
"2020/12/26 4:08:55 PM GMT+6","4th year","Very good","90","Male","23","Department","Single","Yes","3","Good","No","Yes","Yes","Family","Yes","No","Neutral","No","No","8"
"2020/12/26 4:10:30 PM GMT+6","4th year","Very bad","4","Male","23","Department","Single","Yes","3","Normal","Yes","Yes","No","Friends","Yes","No","No","Yes","Yes","6"
"2020/12/26 4:13:30 PM GMT+6","4th year","Good","80","Male","23","Home","Single","Yes","3","Normal","No","No","Yes","Friends","Yes","No","Yes","No","No","8"
"2020/12/26 4:15:30 PM GMT+6","4th year","Bad","26","Male","23","Department","Single","Yes","2","Normal","Yes","No","No","Friends","Yes","No","Yes","No","No","3"
"2020/12/26 4:17:30 PM GMT+6","4th year","Bad","41","Male","23","Hall-Mess","Single","Yes","3","Bad","Yes","No","Yes","Family","Yes","No","Yes","Yes","No","3"
"2020/12/26 4:20:30 PM GMT+6","4th year","Very bad","5","Male","23","Playground","Single","No","3","Bad","Yes","Yes","Yes","Friends","Yes","Maybe","Neutral","No","Yes","7"
"2020/12/26 4:23:31 PM GMT+6","4th year","Good","89","Male","23","Department","Single","Yes","4","Normal","No","No","Yes","Family","Yes","No","Yes","No","Yes","7"
"2020/12/26 4:25:30 PM GMT+6","4th year","Very bad","17","Male","23","Department","Single","Yes","3","Normal","Yes","No","Yes","Friends","Yes","Yes","Yes","Yes","Yes","4"
"2021/01/03 7:15:42 PM GMT+6","4th year","Bad","24","Male","23","Department","Single","No","1","Bad","Yes","Yes","No","Friends","Yes","No","Neutral","Yes","No","5"
"2021/01/03 7:18:11 PM GMT+6","4th year","Normal","55","Male","23","Home","Single","Yes","3","Normal","No","No","Yes","Family","Yes","No","Neutral","No","Yes","7"
"2021/01/03 7:18:34 PM GMT+6","4th year","Normal","60","Male","23","Hall-Mess","Single","Yes","5","Good","Yes","No","No","Family","Yes","Maybe","Neutral","No","No","8"
"2021/01/03 7:20:34 PM GMT+6","4th year","Good","83","Male","23","Playground","Single","Yes","5","Good","No","Yes","Yes","Friends","Yes","No","Yes","No","No","9"
"2021/01/03 7:22:34 PM GMT+6","4th year","Good","86","Male","23","Home","Single","Yes","5","Good","No","No","Yes","Friends","Yes","No","Yes","No","No","10"
"2021/01/03 7:25:35 PM GMT+6","4th year","Very bad","4","Male","23","Playground","Single","Yes","2","Normal","Yes","Yes","Yes","Family","Yes","No","Yes","Yes","No","6"
"2021/01/03 7:28:35 PM GMT+6","4th year","Bad","28","Male","23","Home","Single","Yes","1","Normal","Yes","No","Yes","Family","Yes","No","No","Yes","No","4"
"2021/01/03 7:33:37 PM GMT+6","4th year","Very good","97","Male","23","Playground","Single","Yes","5","Good","No","No","Yes","Friends","Yes","No","Neutral","No","No","9"
"2021/01/03 7:35:35 PM GMT+6","4th year","Normal","51","Male","23","Home","Single","Yes","4","Good","No","No","Yes","Friends","Yes","Maybe","Yes","No","No","6"
"2021/01/03 7:38:36 PM GMT+6","4th year","Very bad","19","Male","23","Home","Single","No","1","Bad","Yes","No","Yes","Family","Yes","Maybe","No","No","No","7"
"2021/01/03 7:41:36 PM GMT+6","4th year","Bad","23","Male","23","Hall-Mess","Single","No","2","Good","Yes","Yes","Yes","Family","Yes","Yes","Neutral","Yes","Yes","5"
"2021/01/03 7:44:35 PM GMT+6","4th year","Bad","20","Male","23","Playground","Single","No","2","Normal","Yes","No","Yes","Friends","Yes","No","Yes","No","Yes","4"
"2021/01/03 7:46:35 PM GMT+6","4th year","Good","78","Male","23","Home","Single","Yes","5","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","9"
"2021/01/03 7:48:36 PM GMT+6","4th year","Normal","59","Male","23","Department","Single","No","4","Normal","Yes","Yes","No","Family","Yes","No","Yes","No","No","7"
"2021/01/03 7:50:35 PM GMT+6","4th year","Good","83","Male","23","Department","Single","Yes","3","Normal","No","Yes","Yes","Friends","Yes","No","Yes","No","No","8"
"2021/01/03 7:53:37 PM GMT+6","4th year","Normal","69","Male","23","Home","Single","Yes","4","Normal","No","No","No","Family","Yes","Maybe","Yes","Yes","No","6"
"2021/01/03 7:56:36 PM GMT+6","4th year","Bad","38","Male","23","Playground","Single","Yes","3","Good","Yes","Yes","No","Friends","Yes","No","Yes","Yes","Yes","7"
"2021/01/03 7:58:35 PM GMT+6","4th year","Normal","56","Male","23","Playground","Single","No","4","Good","No","Yes","No","Family","Yes","Maybe","Yes","Yes","No","7"
"2021/01/03 8:01:36 PM GMT+6","4th year","Very bad","15","Male","23","Department","Single","No","3","Bad","Yes","No","No","Friends","Yes","Yes","Neutral","Yes","Yes","3"
"2021/01/04 9:59:59 AM GMT+6","4th year","Good","80","Male","23","Home","Single","Yes","5","Normal","No","No","Yes","Friends","Yes","No","Neutral","No","No","10"
"2021/01/04 10:02:49 AM GMT+6","4th year","Very good","98","Male","23","Home","Single","Yes","4","Normal","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","8"
"2021/01/04 10:05:49 AM GMT+6","4th year","Normal","54","Male","23","Home","Single","Yes","5","Good","Yes","Yes","Yes","Friends","Yes","Maybe","Yes","Yes","Yes","8"
"2021/01/04 10:07:49 AM GMT+6","4th year","Bad","33","Male","23","Playground","Single","Yes","1","Normal","Yes","No","Yes","Family","Yes","No","Yes","No","No","6"
"2021/01/04 10:09:49 AM GMT+6","4th year","Bad","24","Male","23","Department","Single","No","2","Normal","Yes","No","Yes","Family","Yes","Maybe","Yes","Yes","No","7"
"2021/01/04 10:12:49 AM GMT+6","4th year","Very bad","4","Male","23","Hall-Mess","Single","Yes","1","Bad","Yes","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","7"
"2021/01/04 10:14:49 AM GMT+6","4th year","Bad","40","Male","23","Hall-Mess","Single","Yes","1","Normal","Yes","No","No","Family","Yes","Yes","No","No","Yes","4"
"2021/01/04 10:16:49 AM GMT+6","4th year","Very good","100","Male","23","Hall-Mess","Single","Yes","3","Normal","No","Yes","Yes","Friends","Yes","No","Neutral","No","No","10"
"2021/01/04 10:18:49 AM GMT+6","4th year","Bad","33","Male","23","Playground","Single","No","3","Good","Yes","No","No","Friends","Yes","Maybe","Neutral","No","No","5"
"2021/01/04 10:20:49 AM GMT+6","4th year","Very good","97","Male","23","Department","Single","Yes","3","Good","No","Yes","Yes","Family","Yes","No","Yes","No","Yes","8"
"2021/01/12 10:51:48 AM GMT+6","4th year","Very good","92","Male","23","Home","Single","Yes","5","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","9"
"2021/01/12 10:53:48 AM GMT+6","4th year","Very good","91","Male","23","Playground","Single","Yes","4","Good","No","No","Yes","Family","Yes","No","Neutral","No","No","9"
"2021/01/12 10:55:48 AM GMT+6","4th year","Normal","59","Male","23","Playground","Single","Yes","5","Normal","No","No","Yes","Family","Yes","No","Neutral","Yes","No","8"
"2021/01/12 10:58:48 AM GMT+6","4th year","Normal","64","Male","23","Playground","Single","No","5","Good","Yes","No","No","Friends","Yes","Maybe","Neutral","No","Yes","6"
"2021/01/12 11:00:48 AM GMT+6","4th year","Very bad","7","Male","23","Department","Single","Yes","2","Good","Yes","No","No","Friends","Yes","Maybe","Neutral","Yes","No","5"
"2021/01/12 11:03:48 AM GMT+6","4th year","Normal","65","Male","23","Department","Single","Yes","3","Good","Yes","No","No","Family","Yes","Maybe","Yes","Yes","No","8"
"2021/01/12 11:06:49 AM GMT+6","4th year","Very bad","4","Male","23","Playground","Single","No","1","Good","Yes","No","No","Friends","Yes","Maybe","Neutral","Yes","Yes","5"
"2021/01/12 11:09:49 AM GMT+6","4th year","Good","74","Male","23","Home","Single","Yes","4","Good","No","No","Yes","Friends","Yes","No","Yes","No","No","8"
"2021/01/12 11:12:49 AM GMT+6","4th year","Good","79","Male","23","Department","Single","Yes","4","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","7"
"2021/01/12 11:15:49 AM GMT+6","4th year","Very good","95","Male","23","Playground","Single","Yes","4","Normal","No","Yes","Yes","Family","Yes","No","Yes","No","Yes","9"
"2021/01/13 2:03:27 PM GMT+6","4th year","Very good","92","Male","23","Home","Single","Yes","3","Normal","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","8"
"2021/01/13 2:05:27 PM GMT+6","4th year","Bad","29","Male","23","Home","Single","No","1","Bad","Yes","Yes","Yes","Family","Yes","Maybe","No","Yes","No","4"
"2021/01/13 2:08:27 PM GMT+6","4th year","Bad","39","Male","23","Playground","Single","Yes","3","Good","Yes","No","Yes","Friends","Yes","Maybe","Yes","Yes","Yes","4"
"2021/01/13 2:10:29 PM GMT+6","4th year","Normal","57","Male","23","Department","Single","No","3","Normal","No","Yes","Yes","Friends","Yes","Maybe","Yes","No","Yes","6"
"2021/01/13 2:13:28 PM GMT+6","4th year","Very bad","7","Male","23","Hall-Mess","Single","No","3","Good","Yes","Yes","Yes","Family","Yes","No","Yes","Yes","Yes","6"
"2021/01/13 2:16:27 PM GMT+6","4th year","Very good","97","Male","23","Home","Single","Yes","4","Normal","No","Yes","Yes","Friends","Yes","No","Yes","No","Yes","9"
"2021/01/13 2:18:27 PM GMT+6","4th year","Normal","51","Male","23","Playground","Single","Yes","5","Normal","Yes","Yes","Yes","Friends","Yes","Maybe","Yes","Yes","No","7"
"2021/01/13 2:21:27 PM GMT+6","4th year","Normal","65","Male","23","Department","Single","Yes","4","Good","No","Yes","No","Friends","Yes","Maybe","Yes","No","No","6"
"2021/01/13 2:24:28 PM GMT+6","4th year","Very good","92","Male","23","Home","Single","Yes","5","Normal","No","Yes","Yes","Friends","Yes","No","Yes","No","Yes","8"
"2021/01/13 2:26:27 PM GMT+6","4th year","Very bad","2","Male","23","Home","Single","No","2","Normal","Yes","No","Yes","Family","Yes","No","Yes","Yes","Yes","4"
"2021/01/13 2:29:28 PM GMT+6","4th year","Normal","58","Male","23","Playground","Single","No","5","Normal","No","No","Yes","Family","Yes","Maybe","Neutral","Yes","Yes","6"
"2021/01/13 2:31:27 PM GMT+6","4th year","Good","83","Male","23","Hall-Mess","Single","Yes","4","Normal","No","No","Yes","Friends","Yes","No","Neutral","No","Yes","8"
"2021/01/13 2:33:27 PM GMT+6","4th year","Very bad","19","Male","23","Playground","Single","No","2","Bad","Yes","No","No","Family","Yes","Yes","Yes","Yes","Yes","3"
"2021/01/13 2:35:29 PM GMT+6","4th year","Very bad","18","Male","23","Department","Single","Yes","2","Bad","Yes","No","Yes","Friends","Yes","No","No","Yes","Yes","4"
"2021/01/13 2:38:27 PM GMT+6","4th year","Normal","59","Male","23","Department","Single","No","5","Normal","No","Yes","Yes","Family","Yes","Maybe","Neutral","Yes","No","8"
"2021/01/14 7:00:01 PM GMT+6","4th year","Normal","56","Male","23","Hall-Mess","Single","No","3","Normal","No","No","No","Friends","Yes","Maybe","Yes","Yes","No","7"
"2021/01/14 7:00:40 PM GMT+6","4th year","Bad","27","Male","23","Hall-Mess","Single","No","3","Good","Yes","No","Yes","Family","Yes","Maybe","No","Yes","Yes","6"
"2021/01/15 10:44:24 PM GMT+6","4th year","Good","80","Male","23","Home","Single","Yes","4","Good","No","Yes","Yes","Family","Yes","No","Yes","No","No","8"
"2021/01/16 10:19:52 AM GMT+6","4th year","Good","85","Male","23","Hall-Mess","Single","Yes","3","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","7"
"2021/01/16 10:22:51 AM GMT+6","4th year","Good","85","Male","23","Department","Single","Yes","4","Good","No","No","Yes","Friends","Yes","No","Yes","No","No","8"
"2021/01/16 10:24:51 AM GMT+6","4th year","Normal","57","Male","23","Department","Single","Yes","5","Good","Yes","Yes","Yes","Family","Yes","No","Yes","No","Yes","6"
"2021/01/16 10:26:51 AM GMT+6","4th year","Very bad","11","Male","23","Playground","Single","No","2","Normal","Yes","No","No","Friends","Yes","Yes","No","No","No","3"
"2021/01/16 10:28:51 AM GMT+6","4th year","Normal","58","Male","23","Home","Single","Yes","4","Good","No","Yes","No","Friends","Yes","No","Neutral","No","No","7"
"2021/01/16 10:31:51 AM GMT+6","4th year","Normal","70","Male","23","Hall-Mess","Single","Yes","3","Good","Yes","Yes","Yes","Family","Yes","Maybe","Neutral","No","Yes","8"
"2021/01/16 10:33:51 AM GMT+6","4th year","Very bad","18","Male","23","Home","Single","Yes","2","Normal","Yes","Yes","No","Family","Yes","Maybe","Neutral","Yes","Yes","6"
"2021/01/16 10:35:52 AM GMT+6","4th year","Very bad","17","Male","23","Home","Single","Yes","2","Bad","Yes","Yes","Yes","Family","Yes","No","Neutral","Yes","Yes","4"
"2021/01/16 10:37:51 AM GMT+6","4th year","Bad","23","Male","23","Playground","Single","No","3","Normal","Yes","No","Yes","Family","Yes","Yes","Neutral","Yes","No","3"
"2021/01/16 10:40:51 AM GMT+6","4th year","Normal","58","Male","23","Playground","Single","Yes","3","Normal","Yes","No","Yes","Friends","Yes","Maybe","Yes","Yes","Yes","7"
"2021/01/16 10:43:51 AM GMT+6","4th year","Good","87","Male","23","Hall-Mess","Single","Yes","4","Good","No","No","Yes","Family","Yes","No","Yes","No","No","9"
"2021/01/16 10:46:51 AM GMT+6","4th year","Very good","90","Male","23","Playground","Single","Yes","3","Good","No","Yes","Yes","Family","Yes","No","Yes","No","Yes","10"
"2021/01/16 10:49:52 AM GMT+6","4th year","Bad","27","Male","23","Home","Single","No","1","Bad","Yes","No","No","Friends","Yes","Yes","Yes","Yes","Yes","7"
"2021/01/16 10:51:52 AM GMT+6","4th year","Very good","90","Male","23","Playground","Single","Yes","3","Good","No","Yes","Yes","Family","Yes","No","Yes","No","No","7"
"2021/01/16 10:54:52 AM GMT+6","4th year","Very good","95","Male","23","Department","Single","Yes","5","Normal","No","No","Yes","Friends","Yes","No","Yes","No","No","10"
"2021/01/16 10:56:52 AM GMT+6","4th year","Good","89","Male","23","Home","Single","Yes","5","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","No","7"
"2021/01/16 10:59:52 AM GMT+6","4th year","Good","72","Male","23","Home","Single","Yes","5","Normal","No","Yes","Yes","Friends","Yes","No","Yes","No","Yes","10"
"2021/01/16 11:02:52 AM GMT+6","4th year","Bad","32","Male","23","Home","Single","No","2","Good","Yes","No","Yes","Friends","Yes","No","Yes","Yes","No","4"
"2021/01/16 11:04:52 AM GMT+6","4th year","Good","72","Male","23","Home","Single","Yes","5","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","7"
"2021/01/16 11:07:52 AM GMT+6","4th year","Normal","52","Male","23","Hall-Mess","Single","No","3","Normal","Yes","Yes","Yes","Friends","Yes","Maybe","Neutral","Yes","Yes","6"
"2021/01/16 11:21:01 AM GMT+6","4th year","Good","84","Male","23","Home","Single","Yes","5","Good","No","No","Yes","Friends","Yes","No","Yes","No","No","8"
"2021/01/16 11:23:58 AM GMT+6","4th year","Very bad","15","Male","23","Department","Single","No","2","Good","Yes","Yes","No","Friends","Yes","No","No","Yes","No","4"
"2021/01/16 11:26:59 AM GMT+6","4th year","Very bad","11","Male","23","Playground","Single","No","1","Normal","Yes","Yes","No","Family","Yes","No","No","No","No","6"
"2021/01/16 11:29:59 AM GMT+6","4th year","Very bad","18","Male","23","Department","Single","Yes","3","Bad","Yes","Yes","Yes","Family","Yes","Yes","Neutral","No","No","6"
"2021/01/16 11:32:59 AM GMT+6","4th year","Very good","98","Male","23","Home","Single","Yes","3","Normal","No","No","Yes","Friends","Yes","No","Yes","No","Yes","10"
"2021/01/16 11:34:59 AM GMT+6","4th year","Normal","53","Male","23","Home","Single","Yes","5","Good","No","Yes","No","Friends","Yes","Maybe","Neutral","Yes","No","7"
"2021/01/16 11:36:59 AM GMT+6","4th year","Very good","98","Male","23","Playground","Single","Yes","3","Normal","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","10"
"2021/01/16 11:38:59 AM GMT+6","4th year","Very bad","17","Male","23","Hall-Mess","Single","Yes","3","Bad","Yes","No","No","Family","Yes","Maybe","No","Yes","No","4"
"2021/01/16 11:41:59 AM GMT+6","4th year","Good","70","Male","23","Playground","Single","Yes","3","Good","No","No","Yes","Friends","Yes","No","Neutral","No","No","7"
"2021/01/16 11:44:59 AM GMT+6","4th year","Normal","50","Male","23","Hall-Mess","Single","No","4","Good","No","No","Yes","Friends","Yes","Maybe","Neutral","No","Yes","8"
"2021/01/16 11:47:59 AM GMT+6","4th year","Very bad","2","Male","23","Playground","Single","No","3","Good","Yes","Yes","Yes","Friends","Yes","Yes","Yes","Yes","Yes","7"
"2021/01/16 11:50:59 AM GMT+6","4th year","Normal","67","Male","23","Department","Single","No","5","Good","No","No","Yes","Friends","Yes","Maybe","Neutral","No","Yes","7"
"2021/01/16 11:53:00 AM GMT+6","4th year","Bad","41","Male","23","Playground","Single","No","1","Normal","Yes","No","Yes","Friends","Yes","Yes","Neutral","Yes","Yes","5"
"2021/01/16 11:55:00 AM GMT+6","4th year","Very bad","6","Male","23","Home","Single","Yes","2","Good","Yes","No","No","Family","Yes","Maybe","No","No","Yes","3"
"2021/01/16 11:57:00 AM GMT+6","4th year","Good","85","Male","23","Hall-Mess","Single","Yes","3","Normal","No","Yes","Yes","Family","Yes","No","Yes","No","Yes","10"
"2021/01/16 11:59:00 AM GMT+6","4th year","Very good","96","Male","23","Hall-Mess","Single","Yes","5","Normal","No","Yes","Yes","Family","Yes","No","Yes","No","No","9"
"2021/01/16 12:01:00 PM GMT+6","4th year","Good","84","Male","23","Department","Single","Yes","5","Normal","No","No","Yes","Friends","Yes","No","Yes","No","No","7"
"2021/01/16 12:03:00 PM GMT+6","4th year","Very bad","17","Male","23","Playground","Single","Yes","2","Good","Yes","Yes","Yes","Family","Yes","Yes","No","Yes","Yes","5"
"2021/01/16 12:05:00 PM GMT+6","4th year","Bad","36","Male","23","Home","Single","Yes","1","Bad","Yes","No","No","Family","Yes","Yes","Yes","Yes","No","5"
"2021/01/16 12:07:00 PM GMT+6","4th year","Very bad","8","Male","23","Hall-Mess","Single","No","1","Good","Yes","No","No","Family","Yes","No","Yes","Yes","No","5"
"2021/01/16 12:10:00 PM GMT+6","4th year","Normal","64","Male","23","Home","Single","No","5","Normal","Yes","Yes","Yes","Friends","Yes","Maybe","Yes","Yes","Yes","8"
"2021/01/16 12:13:00 PM GMT+6","4th year","Bad","37","Male","23","Hall-Mess","Single","No","1","Bad","Yes","No","Yes","Friends","Yes","No","Yes","No","Yes","3"
"2021/01/16 12:15:04 PM GMT+6","4th year","Good","89","Male","23","Home","Single","Yes","4","Good","No","No","Yes","Family","Yes","No","Neutral","No","No","8"
"2021/01/16 12:17:03 PM GMT+6","4th year","Very bad","9","Male","23","Playground","Single","No","1","Normal","Yes","No","No","Family","Yes","Yes","Yes","Yes","No","4"
"2021/01/16 12:19:00 PM GMT+6","4th year","Good","70","Male","23","Playground","Single","Yes","4","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","No","10"
"2021/01/16 12:22:01 PM GMT+6","4th year","Bad","30","Male","23","Department","Single","Yes","1","Bad","Yes","No","Yes","Friends","Yes","No","No","No","No","5"
"2021/01/16 12:24:01 PM GMT+6","4th year","Bad","32","Male","23","Playground","Single","Yes","3","Normal","Yes","Yes","Yes","Family","Yes","Yes","No","No","Yes","3"
"2021/01/16 12:27:02 PM GMT+6","4th year","Very good","94","Male","23","Department","Single","Yes","4","Normal","No","Yes","Yes","Family","Yes","No","Neutral","No","No","10"
"2021/01/16 12:29:01 PM GMT+6","4th year","Good","75","Male","23","Home","Single","Yes","4","Good","No","No","Yes","Friends","Yes","No","Neutral","No","No","10"
"2021/01/16 12:31:01 PM GMT+6","4th year","Very bad","13","Male","23","Home","Single","Yes","2","Normal","Yes","No","No","Friends","Yes","Maybe","Neutral","No","Yes","6"
"2021/01/16 12:42:50 PM GMT+6","4th year","Very good","91","Male","23","Home","Single","Yes","4","Normal","No","Yes","Yes","Family","Yes","No","Yes","No","No","8"
"2021/01/16 12:44:49 PM GMT+6","4th year","Bad","48","Male","23","Home","Single","No","1","Normal","Yes","Yes","No","Family","Yes","No","No","Yes","Yes","5"
"2021/01/16 12:46:49 PM GMT+6","4th year","Good","80","Male","23","Hall-Mess","Single","Yes","3","Normal","No","No","Yes","Family","Yes","No","Yes","No","No","9"
"2021/01/16 12:49:49 PM GMT+6","4th year","Very good","92","Male","23","Home","Single","Yes","5","Normal","No","Yes","Yes","Family","Yes","No","Neutral","No","No","7"
"2021/01/16 12:51:49 PM GMT+6","4th year","Very good","91","Male","23","Home","Single","Yes","3","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","7"
"2021/01/16 12:53:49 PM GMT+6","4th year","Very bad","13","Male","23","Department","Single","Yes","2","Normal","Yes","No","Yes","Family","Yes","Maybe","Yes","No","Yes","6"
"2021/01/16 12:55:50 PM GMT+6","4th year","Very good","94","Male","23","Playground","Single","Yes","3","Normal","No","No","Yes","Family","Yes","No","Neutral","No","Yes","7"
"2021/01/16 12:58:50 PM GMT+6","4th year","Very bad","10","Male","23","Hall-Mess","Single","Yes","1","Bad","Yes","Yes","No","Friends","Yes","No","Yes","Yes","No","5"
"2021/01/16 1:00:51 PM GMT+6","4th year","Very bad","13","Male","23","Playground","Single","No","1","Good","Yes","No","Yes","Family","Yes","No","Neutral","Yes","No","6"
"2021/01/16 1:03:50 PM GMT+6","4th year","Good","81","Male","23","Playground","Single","Yes","3","Normal","No","Yes","Yes","Friends","Yes","No","Yes","No","Yes","7"
"2021/01/16 1:06:51 PM GMT+6","4th year","Normal","70","Male","23","Playground","Single","No","5","Normal","No","Yes","Yes","Friends","Yes","Maybe","Yes","No","Yes","8"
"2021/01/16 1:09:50 PM GMT+6","4th year","Bad","20","Male","23","Home","Single","Yes","1","Good","Yes","Yes","No","Family","Yes","Yes","Yes","Yes","No","5"
"2021/01/16 7:55:47 PM GMT+6","4th year","Good","71","Male","23","Hall-Mess","Single","Yes","3","Normal","No","Yes","Yes","Family","Yes","No","Yes","No","Yes","10"
"2021/01/16 7:58:13 PM GMT+6","4th year","Good","79","Male","23","Playground","Single","Yes","5","Good","No","No","Yes","Family","Yes","No","Neutral","No","No","10"
"2021/01/17 12:39:17 AM GMT+6","4th year","Good","78","Male","23","Department","Single","Yes","4","Normal","No","No","Yes","Family","Yes","No","Neutral","No","Yes","8"
"2021/01/17 12:41:15 AM GMT+6","4th year","Very good","95","Male","23","Home","Single","Yes","3","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","8"
"2021/01/17 12:41:32 AM GMT+6","4th year","Very good","95","Male","23","Home","Single","Yes","3","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","8"
"2021/01/17 12:43:17 AM GMT+6","4th year","Very good","90","Male","23","Hall-Mess","Single","Yes","4","Normal","No","No","Yes","Friends","Yes","No","Yes","No","No","8"
"2021/01/17 12:46:17 AM GMT+6","4th year","Good","86","Male","23","Playground","Single","Yes","3","Normal","No","Yes","Yes","Friends","Yes","No","Neutral","No","No","8"
"2021/01/17 12:48:15 AM GMT+6","4th year","Good","75","Male","23","Home","Single","Yes","3","Normal","No","Yes","Yes","Family","Yes","No","Yes","No","No","8"
"2021/01/17 12:51:16 AM GMT+6","4th year","Bad","38","Male","23","Playground","Single","Yes","1","Good","Yes","No","Yes","Family","Yes","Maybe","Yes","Yes","No","5"
"2021/01/17 12:53:16 AM GMT+6","4th year","Good","87","Male","23","Department","Single","Yes","4","Good","No","Yes","Yes","Family","Yes","No","Neutral","No","Yes","9"
"2021/01/17 12:56:16 AM GMT+6","4th year","Very bad","9","Male","23","Hall-Mess","Single","No","2","Normal","Yes","No","Yes","Friends","Yes","No","Yes","No","No","4"
"2021/01/17 12:58:16 AM GMT+6","4th year","Good","76","Male","23","Hall-Mess","Single","Yes","5","Good","No","Yes","Yes","Family","Yes","No","Yes","No","Yes","8"
"2021/01/17 1:00:16 AM GMT+6","4th year","Very good","100","Male","23","Home","Single","Yes","4","Good","No","No","Yes","Friends","Yes","No","Yes","No","No","10"
"2021/01/17 1:03:16 AM GMT+6","4th year","Very good","98","Male","23","Home","Single","Yes","4","Good","No","Yes","Yes","Friends","Yes","No","Yes","No","Yes","10"
"2021/01/17 1:05:16 AM GMT+6","4th year","Bad","22","Male","23","Home","Single","Yes","2","Bad","Yes","No","No","Friends","Yes","Yes","Neutral","No","No","5"
"2021/01/17 1:08:16 AM GMT+6","4th year","Very good","92","Male","23","Home","Single","Yes","3","Normal","No","Yes","Yes","Friends","Yes","No","Neutral","No","No","8"
